md5_hash,copies_count,file_paths,inferred_raw_labels,candidate_5_class_labels,candidate_binary_labels,resolved_5_class,resolved_binary,conflict_status
0103d6685fb979a24915dbd45d5600d2,1,cleaned_audio_unique\b6c36b46df57a5c6f304d14afeefa4de.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
010cfba004d64d4093e1c77f13b7d459,1,standardized_audio\08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
012d46a1057c852dac5e0c451f5a24ed,12,raw_data\BABY CRY\hungry\8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav; raw_data\BABY CRY\tired\287c.wav; raw_data\Baby Crying Sounds\hungry\8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\tired\287c.wav; raw_data\Dataset\cry\287c.wav; raw_data\donateacry_corpus\hungry\8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\287c.wav; raw_data_2\cry\hungry\8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav; raw_data_2\cry\tired\287c.wav; raw_data_2\Dataset\cry\287c.wav; raw_data_2\hungry\hungry1 (68).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
01457911ade670ca18fe633998873ef5,1,cleaned_audio_unique\99b0f8fac55a29ada22445211fa399e4.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
014c2ebdbabdc4d59ce636f40a41b9e9,1,standardized_audio\CC8771B1-C84E-4223-A010-029A7629A975-1434107299-1.1-f-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
014d843b14f7592648b0cc7d2813a04e,12,raw_data\BABY CRY\belly_pain\364c.wav; raw_data\BABY CRY\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav; raw_data\Baby Crying Sounds\belly pain\364c.wav; raw_data\Baby Crying Sounds\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav; raw_data\Dataset\cry\364c.wav; raw_data\donateacry_corpus\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\364c.wav; raw_data_2\Baby Crying Sounds\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav; raw_data_2\cry\belly pain\364c.wav; raw_data_2\cry\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav; raw_data_2\Dataset\cry\364c.wav; raw_data_2\hungry\hungry1 (313).wav,hungry; belly_pain; belly pain; unknown; cry,Unknown; Hungry; Belly Pain,Unknown; Not Hungry; Hungry,Hungry,Hungry,label_conflict
014e7dfc686c2c304cb5b409d635ae27,1,cleaned_audio_unique\94b4d29dc093095e229fb93d45cb8864.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
015477a60dda27ac174b0bee9188fd90,1,standardized_audio\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0155b2e7be10799b2f8b273a395245b1,1,cleaned_audio_unique\052bc80fb37accd12e3ae8c2f87915f7.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
016f7ca6c5f88964876310d8ab928f7e,11,raw_data\BABY CRY\hungry\AA2CA7F6-4547-4CC0-AA4C-5D7B64727FB5-1437123487-1.1-f-26-hu.wav; raw_data\Baby Crying Sounds\hungry\AA2CA7F6-4547-4CC0-AA4C-5D7B64727FB5-1437123487-1.1-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\335c.wav; raw_data\Dataset\cry\335c.wav; raw_data\donateacry_corpus\hungry\AA2CA7F6-4547-4CC0-AA4C-5D7B64727FB5-1437123487-1.1-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\AA2CA7F6-4547-4CC0-AA4C-5D7B64727FB5-1437123487-1.1-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\335c.wav; raw_data_2\cry\hungry\AA2CA7F6-4547-4CC0-AA4C-5D7B64727FB5-1437123487-1.1-f-26-hu.wav; raw_data_2\cry\tired\335c.wav; raw_data_2\Dataset\cry\335c.wav; raw_data_2\hungry\hungry1 (247).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
016fa9f368875d87005d3a106996b8b5,1,standardized_audio\silence.wav_68.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
01964e9af9af90af4fa1cb31c3878f27,1,raw_data\BABY CRY\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,discomfort; unknown,Discomfort,Not Hungry,Discomfort,Not Hungry,no_conflict
0253a9110e5c64ff529136049ddc25fc,1,standardized_audio\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
02628952d89167365434d3ff63766d6c,1,cleaned_audio_unique\6b4de6685e80d9567cef3528f3039ea1.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
027de7588533a10af86c4264936ac880,1,cleaned_audio_unique\c000f81ec13b9b16ab05c05f1f0f283a.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0299a151c1fd4c1c1aa4e391e3b25830,11,raw_data\BABY CRY\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\147c.wav; raw_data\Baby Crying Sounds\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav; raw_data\Dataset\cry\147c.wav; raw_data\donateacry_corpus\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\147c.wav; raw_data_2\Baby Crying Sounds\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav; raw_data_2\cry\discomfort\147c.wav; raw_data_2\cry\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\147c.wav; raw_data_2\hungry\hungry1 (162).wav,cry; discomfort; hungry; unknown,Discomfort; Hungry; Unknown,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
02a6bd0557e20ce21c1ba4593daaf21c,1,standardized_audio\laugh_2.m4a_7.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
02a7e0bdc41ae7f4f84ce663afcd8452,1,cleaned_audio_unique\e17f3cb74e4df2313716ef342a3b956d.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
02a93b94670e1c0e16fffc1a54556252,1,cleaned_audio_unique\cbe1efc494a4a374ef28cf978857a4cd.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
02ab9bc0519c14f5fdfaa1b3f1d75939,11,raw_data\BABY CRY\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\148c.wav; raw_data\Baby Crying Sounds\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav; raw_data\Dataset\cry\148c.wav; raw_data\donateacry_corpus\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\148c.wav; raw_data_2\Baby Crying Sounds\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav; raw_data_2\cry\discomfort\148c.wav; raw_data_2\cry\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\148c.wav; raw_data_2\hungry\hungry1 (163).wav,cry; discomfort; hungry; unknown,Discomfort; Hungry; Unknown,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
02d1e1cc4fce20e0a4b5c2a61d9c295b,1,standardized_audio\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807598-1.0-m-48-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
02d28fe1739e629d7402f0574385f5d7,1,standardized_audio\476c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
02dac4e6080768f213ce615ac651b4da,11,raw_data\BABY CRY\hungry\9090c7a3-bebc-4485-aafc-64e4298da3ac-1430088396663-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\hungry\9090c7a3-bebc-4485-aafc-64e4298da3ac-1430088396663-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\303c.wav; raw_data\Dataset\cry\303c.wav; raw_data\donateacry_corpus\hungry\9090c7a3-bebc-4485-aafc-64e4298da3ac-1430088396663-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\9090c7a3-bebc-4485-aafc-64e4298da3ac-1430088396663-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\303c.wav; raw_data_2\cry\hungry\9090c7a3-bebc-4485-aafc-64e4298da3ac-1430088396663-1.7-f-26-hu.wav; raw_data_2\cry\tired\303c.wav; raw_data_2\Dataset\cry\303c.wav; raw_data_2\hungry\hungry1 (217).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
02e4b37069400c6bb48c7d275e8e2873,1,standardized_audio\1-47819-C.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
032b73a79396590e85c5d43882108700,1,standardized_audio\302c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
033c4b86e22fadae922a6736776c57cb,2,raw_data\Dataset\cry\97c.ogg; raw_data_2\Dataset\cry\97c.ogg,cry; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0359fbae9fa9e668d6ea0fc7ef4d6a93,1,cleaned_audio_unique\b2e7bb3b95edd30f446583b6a2bb5549.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
035c21cb2125c2be94802c82940d957f,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_56.wav; raw_data\Dataset\not_cry\165n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_56.wav; raw_data_2\cry\laugh\laugh_1.m4a_56.wav; raw_data_2\Dataset\not_cry\165n.wav,silence; unknown; laugh; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
0388ae41f51ded2864a7303bf3abeac4,1,standardized_audio\hung_sugianto_minta_susu_14.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
039427445d02262f54f2c25513c35833,5,raw_data\Baby Crying Sounds\silence\silence.wav_69.wav; raw_data\Dataset\not_cry\286n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_69.wav; raw_data_2\cry\silence\silence.wav_69.wav; raw_data_2\Dataset\not_cry\286n.wav,silence; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
039ce125fb6612b4130cc18a79dbf2c9,1,cleaned_audio_unique\c233475e0700eeb425320102d5d23054.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
03cd6d15d8656dc31eba6106f98cf035,1,standardized_audio\5-195557-A.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
03e48ef11b6db0c853a9922a66085b41,1,cleaned_audio_unique\d5c88c2e577b34e325440d320c19f5f3.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
03e86bcecda7cac72c47e27e17726a5e,11,raw_data\BABY CRY\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti.wav; raw_data\Baby Crying Sounds\tired\353c.wav; raw_data\Baby Crying Sounds\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti.wav; raw_data\Dataset\cry\353c.wav; raw_data\donateacry_corpus\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti.wav; raw_data_2\Baby Crying Sounds\tired\353c.wav; raw_data_2\Baby Crying Sounds\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti.wav; raw_data_2\cry\tired\353c.wav; raw_data_2\cry\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti.wav; raw_data_2\Dataset\cry\353c.wav; raw_data_2\tired\14tired.wav,cry; tired; unknown,Unknown; Tired,Unknown; Not Hungry,Tired,Not Hungry,no_conflict
040f0b09ff820c9fc5df7c0bc85c0848,12,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav; raw_data\Baby Crying Sounds\belly pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav; raw_data\Baby Crying Sounds\discomfort\201c.wav; raw_data\Dataset\cry\201c.wav; raw_data\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav; raw_data_2\Baby Crying Sounds\belly pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav; raw_data_2\Baby Crying Sounds\discomfort\201c.wav; raw_data_2\belly_pain\3belly_pain.wav; raw_data_2\cry\belly pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp (2).wav; raw_data_2\cry\belly pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav; raw_data_2\cry\discomfort\201c.wav; raw_data_2\Dataset\cry\201c.wav,belly_pain; belly pain; unknown; discomfort; cry,Discomfort; Unknown; Belly Pain,Unknown; Not Hungry,Belly Pain,Not Hungry,label_conflict
0432708826d8a36d5d9590b3de6c0c11,1,standardized_audio\176c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0446f4130a97c9ccb2245915a45fcc58,1,standardized_audio\50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430108024-1.0-m-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0452a1512784215581db125607f7e3f0,1,standardized_audio\193c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
04546c89ec43bd975f734bb2d297b8de,1,standardized_audio\64c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
045cdcaaac49aacabe5524493fac4740,1,standardized_audio\3-145577-A.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
04738027f052cbfd19a1e0c6138f0cfd,1,cleaned_audio_unique\921397324ca3c4e188a7ec42ee282457.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
047aa664f4742b45a1826f7710127c35,1,standardized_audio\254c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0499451e7f0d631759bbee6338d739d7,1,standardized_audio\d2d67a70-dc24-46b2-99d8-c137f700848c-1436852581895-1.7-f-26-ti.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
04ad6896dc358a76e5e27a5e120b897c,1,cleaned_audio_unique\1bafd302125a827db68bb28378dd9aef.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
04b04eaa68a18da866de44d8ffce037a,1,standardized_audio\251c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
04ba994d4afcc420c15ebf4b006f6354,5,raw_data\Baby Crying Sounds\silence\silence.wav_26.wav; raw_data\Dataset\not_cry\243n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_26.wav; raw_data_2\cry\silence\silence.wav_26.wav; raw_data_2\Dataset\not_cry\243n.wav,silence; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
04d61a77772bca015f3d4d7433092f52,1,cleaned_audio_unique\b6e0b55c071b0048eb5bce251f27917a.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0528d94ac0f599a92c5f5dc2a6796f5a,1,standardized_audio\22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
052bc80fb37accd12e3ae8c2f87915f7,12,raw_data\BABY CRY\belly_pain\454c.wav; raw_data\BABY CRY\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\belly pain\454c.wav; raw_data\Baby Crying Sounds\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav; raw_data\Dataset\cry\454c.wav; raw_data\donateacry_corpus\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\454c.wav; raw_data_2\Baby Crying Sounds\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav; raw_data_2\cry\belly pain\454c.wav; raw_data_2\cry\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav; raw_data_2\Dataset\cry\454c.wav; raw_data_2\hungry\hungry1 (254).wav,hungry; belly_pain; belly pain; unknown; cry,Unknown; Hungry; Belly Pain,Unknown; Not Hungry; Hungry,Hungry,Hungry,label_conflict
053319fe23ee5b84923c03b6362216f0,1,cleaned_audio_unique\b020792bf2df0aeac4638a3a05c46421.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
05476a7c20183de496f7e075c8a196fb,1,cleaned_audio_unique\ddef7d3d2c601f43cf39fbf215b8f278.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
054a2cb61c63fd54eaa428f2ac9a00aa,12,raw_data\BABY CRY\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data\BABY CRY\tired\255c.wav; raw_data\Baby Crying Sounds\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\255c.wav; raw_data\Dataset\cry\255c.wav; raw_data\donateacry_corpus\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\255c.wav; raw_data_2\cry\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data_2\cry\tired\255c.wav; raw_data_2\Dataset\cry\255c.wav; raw_data_2\hungry\hungry1 (61).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
056a95c0966c17be5350edc8088bfded,1,standardized_audio\58c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
056f6125c5a1215527d2e4947d166a01,2,raw_data\BABY CRY\lonely\0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185476161-1.7-f-26-lo.wav; raw_data_2\cry\lonely\0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185476161-1.7-f-26-lo.wav,lonely; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0570f99a027d85ffebf194e791c492ce,1,standardized_audio\525c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
058d18df3a9eee0bd04d48e77934beca,1,cleaned_audio_unique\efe72a920e4be06ba812992df5f12bc4.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0594ed4bcecf1c8d6bc016d2a328f28e,1,standardized_audio\laugh_1.m4a_67.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
05a54331a8cf6e30595610715ad13456,11,raw_data\BABY CRY\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data\Baby Crying Sounds\burping\495c.wav; raw_data\Baby Crying Sounds\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data\Dataset\cry\495c.wav; raw_data\donateacry_corpus\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data_2\Baby Crying Sounds\burping\495c.wav; raw_data_2\Baby Crying Sounds\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data_2\cry\burping\495c.wav; raw_data_2\cry\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data_2\Dataset\cry\495c.wav; raw_data_2\hungry\hungry1 (305).wav,cry; hungry; unknown; burping,Unknown; Hungry; Burping,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
05ab4b9ba95252ee5a4e37d2859a4e36,1,cleaned_audio_unique\7682ecc5a922a3e5d62ff7379b9e4edd.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
05b467e87b9c50be7b327f9b5859d20e,1,standardized_audio\silence.wav_94.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
05dcafb1e517781dcf5d459131d3ea06,1,standardized_audio\312c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
05e99d404079cf356233d4d9786af484,5,raw_data\Baby Crying Sounds\noise\4-187769-B.ogg; raw_data\Dataset\not_cry\85n.ogg; raw_data_2\Baby Crying Sounds\noise\4-187769-B.ogg; raw_data_2\cry\noise\4-187769-B.ogg; raw_data_2\Dataset\not_cry\85n.ogg,noise; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
05f030e026375511bd8dfb59d1cd0e1b,1,standardized_audio\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0602cf34594aee85dd4e25a10db07d66,5,raw_data\Baby Crying Sounds\silence\silence.wav_38.wav; raw_data\Dataset\not_cry\255n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_38.wav; raw_data_2\cry\silence\silence.wav_38.wav; raw_data_2\Dataset\not_cry\255n.wav,silence; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
063a98df482b2f7dbc0e986bd801afac,1,standardized_audio\11c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
064ccf3b040ff3690467484139aa212e,1,standardized_audio\544c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
064f504c8b206a258e2ef78f80fdee81,1,cleaned_audio_unique\b35723979aa6f801bb51bb237b3875bb.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
0654fd64ee6165456b79ced421ffbf46,1,raw_data\BABY CRY\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,belly_pain; unknown,Belly Pain,Not Hungry,Belly Pain,Not Hungry,no_conflict
0657bc9f4a92925d875fa03004102317,1,standardized_audio\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
065c38adf3d018d092049e58b686c43d,1,standardized_audio\449c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
06614a580ec7bbfde50d91af01c1a436,1,cleaned_audio_unique\b963a5eba290068741d188f734308a07.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
06743fd4667b4b02d23eb0c630339032,1,cleaned_audio_unique\5af280dea1ee2d0d675a40aae97a64e2.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
