source_root,source_top_folder,relative_path,filename,extension,md5_hash,parent_folder_label,filename_suffix_code,filename_code_label,folder_based_label,evidence_based_label,evidence_status,readable_audio,duration_seconds,sample_rate,channels
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\371c.wav,371c.wav,.wav,44f079baaf21aadc1c0c16d3a63a5c11,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\372c.wav,372c.wav,.wav,dcf5e95b9c09a13f607b851ab6940c4c,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\373c.wav,373c.wav,.wav,cf1ce0214051abf30ee87276a83ce694,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\374c.wav,374c.wav,.wav,5f76297b57b312fcf4afbea5da943671,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\375c.wav,375c.wav,.wav,10224bfbdc1959b4b80e20f7a755b385,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\376c.wav,376c.wav,.wav,6eac8629512402bf966a8926bdbb8daa,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\377c.wav,377c.wav,.wav,c733fabbf8dbea6de96bef256b70ffcc,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\378c.wav,378c.wav,.wav,cd53f1ee36f987b90731f95843c65dfb,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\379c.wav,379c.wav,.wav,ef94435a169b87a051698f01693b0896,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\380c.wav,380c.wav,.wav,7c24ffe061b8b93ed0fe8e80e2f6efd5,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\381c.wav,381c.wav,.wav,8af3a9d79619c7023cd94a19d5086c85,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\382c.wav,382c.wav,.wav,6b0db90320924e090360ca4dede8748c,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\383c.wav,383c.wav,.wav,4002eb660e47cac58922a646b2925617,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\384c.wav,384c.wav,.wav,f296ba262a1215a884b30cab4ecb67ff,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\385c.wav,385c.wav,.wav,6516340f197c45be3dc282bdcd89af46,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\386c.wav,386c.wav,.wav,bd6e54506eba9b9d9051cf69c08bb71b,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\387c.wav,387c.wav,.wav,716f497aebb69bc50943f8f25eff3053,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\388c.wav,388c.wav,.wav,aad804dc8a5df27e90e143e3ed8f2133,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\389c.wav,389c.wav,.wav,67eae510ea80f81bb78feb55653ef8fe,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\390c.wav,390c.wav,.wav,b2e7bb3b95edd30f446583b6a2bb5549,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\391c.wav,391c.wav,.wav,6db5251e25e173c881f7f04de64a23c2,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\392c.wav,392c.wav,.wav,5da2707528e4359f5da0ab741a022df7,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\393c.wav,393c.wav,.wav,9e0235a1ae3745b2a147e95b98ce0b0d,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\394c.wav,394c.wav,.wav,8b87af01599fcc3a9097b3a02cc9a160,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\395c.wav,395c.wav,.wav,2c1d56c97e1b6fb328008ac59933c0ba,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\396c.wav,396c.wav,.wav,0a655e593a0cab3f70eb275b9e9f686e,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\397c.wav,397c.wav,.wav,65dea11432967bb264a2b4d7e1440fed,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\398c.wav,398c.wav,.wav,f317dfb6485f9be34429f603196a6836,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\399c.wav,399c.wav,.wav,1af2a81f1f772129da6147c8d4185741,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\400c.wav,400c.wav,.wav,9f85fbfcd9b1d12befabf8ce689163f1,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\401c.wav,401c.wav,.wav,fa55ebfbb70920f96a8955113249f482,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\402c.wav,402c.wav,.wav,4519d22f2c9d4530278b6861e826e4b7,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\403c.wav,403c.wav,.wav,35a7cdc74ed92d76255efae87ea31208,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\404c.wav,404c.wav,.wav,cd852228ab82b10ddf8ee4782ef8fdc2,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\405c.wav,405c.wav,.wav,2ee892692c3c5a74f91d1a58dc4b9a04,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\406c.wav,406c.wav,.wav,714376ab91996f68e55c48ddfba58e8f,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\407c.wav,407c.wav,.wav,663e42bf57a7e60a3e4b4affc7aa2ee4,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\408c.wav,408c.wav,.wav,093d1d545a26d5891eac6f5325e9f9b2,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\409c.wav,409c.wav,.wav,3db7effbaae27d2a0feb93e12e77d142,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\410c.wav,410c.wav,.wav,6651668e7a871252d29576337e62ef37,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\411c.wav,411c.wav,.wav,dc6cee0b585194177e927eed3a52b6b0,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\412c.wav,412c.wav,.wav,9741aba459aa7694c88f4a7cff21d8b3,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\413c.wav,413c.wav,.wav,86174df84a1417dc46f007b6af4cf998,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\414c.wav,414c.wav,.wav,c119c538ce1ef5968b6b0ddd64b36999,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\415c.wav,415c.wav,.wav,2e4b812b8fd1cbadef02b72386d72c35,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\416c.wav,416c.wav,.wav,94b4d29dc093095e229fb93d45cb8864,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\417c.wav,417c.wav,.wav,42f4bf91995a3f760487c3272c25f744,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\418c.wav,418c.wav,.wav,a4d6f346d70bbf73264ddd0e52fcd4f5,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\419c.wav,419c.wav,.wav,75f3a02aea55d7416f0e750bfc173347,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\420c.wav,420c.wav,.wav,5a33ed9ebfd49c9c41f39e56813297cd,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\421c.wav,421c.wav,.wav,2401f90439bfd6d88fbaaa929cb6bc71,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\422c.wav,422c.wav,.wav,675dfe6c3b1aed6d073ec23d2f3446ad,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\423c.wav,423c.wav,.wav,ea26743a30d5017771e0f530c5c6d5f2,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\424c.wav,424c.wav,.wav,fa788d6b7440d1e7cff8264806dd03e9,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\425c.wav,425c.wav,.wav,b46f82711c1eb34d57a7d4cbe19a51ae,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\426c.wav,426c.wav,.wav,e9da97c1c6d6581ed91cc0088a8ca0ac,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\427c.wav,427c.wav,.wav,56853232701bc9019b6ecd3fb9f0f2ce,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\428c.wav,428c.wav,.wav,97d8e93a536378a9611d293d4f29a1fb,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\429c.wav,429c.wav,.wav,c7e1fecc7f643b585c1fb1c753d7f4e4,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\430c.wav,430c.wav,.wav,2424958e4ac12f144316a12e7db33914,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\431c.wav,431c.wav,.wav,c4fa14829567463896e50e3e4e32aea6,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\432c.wav,432c.wav,.wav,65b04309127a586a8eb1b6f969684420,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\433c.wav,433c.wav,.wav,ca827412a7714f49264d7e91407d4e5f,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\434c.wav,434c.wav,.wav,7c24a2297c64442aae10c7cddf440573,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\435c.wav,435c.wav,.wav,9f6e2310db8fcf39c56debe779534c69,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\436c.wav,436c.wav,.wav,c1fc0661004a450f0960fbc53e04e3d5,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\437c.wav,437c.wav,.wav,3f3d4fb43025f401c2383e87fa6235fe,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\438c.wav,438c.wav,.wav,9340a0832bfbd1dce0c61859473b67de,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\439c.wav,439c.wav,.wav,d9e26ee40b3eca805e6f9e47485a3f9b,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\440c.wav,440c.wav,.wav,aaba6569bb62245c6cc8f32fb61b20d5,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\441c.wav,441c.wav,.wav,2a75450b90ee4c61e5d1152edf262b10,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,5.0,44100,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\442c.wav,442c.wav,.wav,66800f69146ddac443b097cc3240f1c2,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.86,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\443c.wav,443c.wav,.wav,141aa561f87bcaee599abfa538a0fff8,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.94,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\444c.wav,444c.wav,.wav,3167e0a3071802653123bd4fa434c6b7,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.96,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\445c.wav,445c.wav,.wav,448de0834b24af0fadae6a44aa0f29d0,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.92,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\446c.wav,446c.wav,.wav,d5916e211b241662ab316386d2306a28,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.96,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\447c.wav,447c.wav,.wav,55f0d92410dc57785343fae8da940362,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.94,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\448c.wav,448c.wav,.wav,8e9f3cfac257316fa7f2d1c6e7142813,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.04,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\449c.wav,449c.wav,.wav,a48174f380ffd677d0821cdc7a5a6fd6,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.88,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\450c.wav,450c.wav,.wav,c109aa58cd50d9986b68a3ae9d25e7b2,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.92,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\451c.wav,451c.wav,.wav,e8c4e68e4ee0f1b555c13977233790d9,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.9,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\452c.wav,452c.wav,.wav,9848e404be52d6d1b4f41b9aca781bb9,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.9,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\453c.wav,453c.wav,.wav,cea073fb7eddbebbef9bfa92255e1f1e,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.92,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\454c.wav,454c.wav,.wav,052bc80fb37accd12e3ae8c2f87915f7,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,7.02,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\455c.wav,455c.wav,.wav,3153639e8de9bfb9889b680cc3cb535e,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.86,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\456c.wav,456c.wav,.wav,7fe9994b1f8bbf1669c2c6ad56890b53,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.92,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\457c.wav,457c.wav,.wav,e2544c1c00f368f58e1ee42e775caf61,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.92,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\458c.wav,458c.wav,.wav,99942c0782550e9a4e20619d3a51602d,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.94,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\459c.wav,459c.wav,.wav,93753b946c06107544f7355d5d0e8952,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.88,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\460c.wav,460c.wav,.wav,5d6af8efca95141e123c12dc50047003,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.9,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\461c.wav,461c.wav,.wav,8b314deb2e56873e6eab996a0a5e0ee6,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.9,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\462c.wav,462c.wav,.wav,b5ffa2668eba0629cbd49601fe200603,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.96,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\463c.wav,463c.wav,.wav,9efa171f7dcdbc13cf641394b655596c,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.96,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\464c.wav,464c.wav,.wav,5bfc098e3f25d55b7790b90aff2b2e6b,belly_pain,None,None,Belly Pain,Belly Pain,folder_only,yes,6.52,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,.wav,0654fd64ee6165456b79ced421ffbf46,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,6.86,44100,2
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,.wav,040f0b09ff820c9fc5df7c0bc85c0848,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,.wav,542a1b8e4a2f4e91eb7d0f24049ce41c,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,.wav,69774c0299bfeab1cc489323a92e2368,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,.wav,56814bbe60715c357302da3b876f2217,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,.wav,4d67b28066d349573cc1c26f415d2c7d,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,.wav,1433ca9d323aa8b463254ae79deea484,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,.wav,b5bf85a91d13e5ee011faffd2a428aa3,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,.wav,5b7fbb8a1cf5c59f418576d950ddf7da,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,.wav,1dc4b1c0502d422bcdba101f04c623dd,belly_pain,bp,Belly Pain,Belly Pain,Belly Pain,exact_agreement,yes,7.0,8000,1
