md5_hash,reason,original_paths
07b9c9f3ae74321dee311caa9eb10676,unknown_lonely,raw_data\Dataset\cry\167c.ogg; raw_data_2\Dataset\cry\167c.ogg
088d0f4dce22dd2584f5bb9157427303,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_106.wav; raw_data\Dataset\not_cry\323n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_106.wav; raw_data_2\cry\silence\silence.wav_106.wav; raw_data_2\Dataset\not_cry\323n.wav
08e93de321654946c6bf2bec3c37446b,unknown_lonely,raw_data\BABY CRY\scared\d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav; raw_data_2\cry\scared\d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav
0a6010f54f66d6814f9071293b7ac560,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_81.wav; raw_data\Dataset\not_cry\298n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_81.wav; raw_data_2\cry\silence\silence.wav_81.wav; raw_data_2\Dataset\not_cry\298n.wav
0aa3dff7663d83d4255cb0ad617d9ef9,unknown_lonely,raw_data\Dataset\cry\95c.ogg; raw_data_2\Dataset\cry\95c.ogg
0aa89c623c934c814aa0a1b3cc38caac,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_55.wav; raw_data\Dataset\not_cry\272n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_55.wav; raw_data_2\cry\silence\silence.wav_55.wav; raw_data_2\Dataset\not_cry\272n.wav
0aaf8bc46d0a81be6b33d9b320a2ca10,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_90.wav; raw_data\Dataset\not_cry\307n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_90.wav; raw_data_2\cry\silence\silence.wav_90.wav; raw_data_2\Dataset\not_cry\307n.wav
0b220d579a7feab0966dd81d3643eee9,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-79113-A.ogg; raw_data\Dataset\not_cry\20n.ogg; raw_data_2\Baby Crying Sounds\noise\1-79113-A.ogg; raw_data_2\cry\noise\1-79113-A.ogg; raw_data_2\Dataset\not_cry\20n.ogg
0b7ba012e0debb9b82bda742c98a0db4,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-242491-A.ogg; raw_data\Dataset\not_cry\102n.ogg; raw_data_2\Baby Crying Sounds\noise\5-242491-A.ogg; raw_data_2\cry\noise\5-242491-A.ogg; raw_data_2\Dataset\not_cry\102n.ogg
0ba94c78386142932c9e4dc68b07a55b,unknown_lonely,raw_data\BABY CRY\scared\sc-16.wav
0c0ba1db99d826c159254372e6361593,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_19.wav; raw_data\Dataset\not_cry\128n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_19.wav; raw_data_2\cry\laugh\laugh_1.m4a_19.wav; raw_data_2\Dataset\not_cry\128n.wav
0c34ae64c9f86e6bfad05dd0a6f8180b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_56.wav; raw_data\Dataset\not_cry\273n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_56.wav; raw_data_2\cry\silence\silence.wav_56.wav; raw_data_2\Dataset\not_cry\273n.wav
0c66bab0510f26e2caabbebccfbb48c2,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_64.wav; raw_data\Dataset\not_cry\281n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_64.wav; raw_data_2\cry\silence\silence.wav_64.wav; raw_data_2\Dataset\not_cry\281n.wav
0c991dd1ca6589ce492ec6794e659142,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_1.wav; raw_data\Dataset\not_cry\198n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_1.wav; raw_data_2\cry\laugh\laugh_2.m4a_1.wav; raw_data_2\Dataset\not_cry\198n.wav
0e59b26e99745db9f30f7767b3989125,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_66.wav; raw_data\Dataset\not_cry\175n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_66.wav; raw_data_2\cry\laugh\laugh_1.m4a_66.wav; raw_data_2\Dataset\not_cry\175n.wav
0e7b80032163e1df352e72b24719d9f3,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_68.wav; raw_data\Dataset\not_cry\285n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_68.wav; raw_data_2\cry\silence\silence.wav_68.wav; raw_data_2\Dataset\not_cry\285n.wav
0f67c865441a85b2a6ac049c9ef398ee,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-114587-A.ogg; raw_data\Dataset\not_cry\38n.ogg; raw_data_2\Baby Crying Sounds\noise\2-114587-A.ogg; raw_data_2\cry\noise\2-114587-A.ogg; raw_data_2\Dataset\not_cry\38n.ogg
1078b5f257cc1c4943621b8771580bfb,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_2.wav; raw_data\Dataset\not_cry\219n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_2.wav; raw_data_2\cry\silence\silence.wav_2.wav; raw_data_2\Dataset\not_cry\219n.wav
111298b2b53ea6e660478037040d105d,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_81.wav; raw_data\Dataset\not_cry\190n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_81.wav; raw_data_2\cry\laugh\laugh_1.m4a_81.wav; raw_data_2\Dataset\not_cry\190n.wav
1233526a0a7a0a8a79178357f809520e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-216281-A.ogg; raw_data\Dataset\not_cry\74n.ogg; raw_data_2\Baby Crying Sounds\noise\3-216281-A.ogg; raw_data_2\cry\noise\3-216281-A.ogg; raw_data_2\Dataset\not_cry\74n.ogg
139d42b378aee1ae6b09afad9bd5559f,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\4-223125-A.ogg; raw_data\Dataset\not_cry\91n.ogg; raw_data_2\Baby Crying Sounds\noise\4-223125-A.ogg; raw_data_2\cry\noise\4-223125-A.ogg; raw_data_2\Dataset\not_cry\91n.ogg
139f5850fd30844f5e93d1ac198eefbc,unknown_lonely,raw_data\Dataset\cry\166c.ogg; raw_data_2\Dataset\cry\166c.ogg
145180355266235fec884eaacde8509e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-203374-A.ogg; raw_data\Dataset\not_cry\70n.ogg; raw_data_2\Baby Crying Sounds\noise\3-203374-A.ogg; raw_data_2\cry\noise\3-203374-A.ogg; raw_data_2\Dataset\not_cry\70n.ogg
14e313292cd0cad71c0d84e4122084a4,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-188495-A.ogg; raw_data\Dataset\not_cry\98n.ogg; raw_data_2\Baby Crying Sounds\noise\5-188495-A.ogg; raw_data_2\cry\noise\5-188495-A.ogg; raw_data_2\Dataset\not_cry\98n.ogg
1671586669f50c45786dea780a7f0ee7,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-151557-A.ogg; raw_data\Dataset\not_cry\61n.ogg; raw_data_2\Baby Crying Sounds\noise\3-151557-A.ogg; raw_data_2\cry\noise\3-151557-A.ogg; raw_data_2\Dataset\not_cry\61n.ogg
17359231e420a3e5928e4ea5f83b0034,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_49.wav; raw_data\Dataset\not_cry\158n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_49.wav; raw_data_2\cry\laugh\laugh_1.m4a_49.wav; raw_data_2\Dataset\not_cry\158n.wav
17949ad7ad15bac2a47f6ab39320fe4b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-59565-A.ogg; raw_data\Dataset\not_cry\27n.ogg; raw_data_2\Baby Crying Sounds\noise\2-59565-A.ogg; raw_data_2\cry\noise\2-59565-A.ogg; raw_data_2\Dataset\not_cry\27n.ogg
1795d04c85bca549865ba2def7cc6ca6,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-51909-A.ogg; raw_data\Dataset\not_cry\48n.ogg; raw_data_2\Baby Crying Sounds\noise\3-51909-A.ogg; raw_data_2\cry\noise\3-51909-A.ogg; raw_data_2\Dataset\not_cry\48n.ogg
191335d4ba7ea5f8d030a4bdf80771bc,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-110389-A.ogg; raw_data\Dataset\not_cry\24n.ogg; raw_data_2\Baby Crying Sounds\noise\1-110389-A.ogg; raw_data_2\cry\noise\1-110389-A.ogg; raw_data_2\Dataset\not_cry\24n.ogg
19b5478f694f40330e24094b281a61ee,unknown_lonely,raw_data\BABY CRY\scared\5f651112-d2a3-4911-b3a5-f37bfc092494-1430734603484-1.7-m-72-sc.wav; raw_data_2\cry\scared\5f651112-d2a3-4911-b3a5-f37bfc092494-1430734603484-1.7-m-72-sc.wav
1a2d2924db384788abd70423f5168a69,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-156999-B.ogg; raw_data\Dataset\not_cry\94n.ogg; raw_data_2\Baby Crying Sounds\noise\5-156999-B.ogg; raw_data_2\cry\noise\5-156999-B.ogg; raw_data_2\Dataset\not_cry\94n.ogg
1a3421a54f946513e6977c988504fc22,unknown_lonely,raw_data\Dataset\cry\26c.ogg; raw_data_2\Dataset\cry\26c.ogg
1a5c8634171f191953aac72d60fa5cab,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_43.wav; raw_data\Dataset\not_cry\152n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_43.wav; raw_data_2\cry\laugh\laugh_1.m4a_43.wav; raw_data_2\Dataset\not_cry\152n.wav
1b008d365c43b3f66a188fbd629f5da5,unknown_lonely,raw_data\Dataset\cry\99c.ogg; raw_data_2\Dataset\cry\99c.ogg
1b25f1e0989824aa6ace5d5dd949d8a2,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_16.wav; raw_data\Dataset\not_cry\125n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_16.wav; raw_data_2\cry\laugh\laugh_1.m4a_16.wav; raw_data_2\Dataset\not_cry\125n.wav
1b92b402fe0dd74ad6abc268c46009bf,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_69.wav; raw_data\Dataset\not_cry\178n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_69.wav; raw_data_2\cry\laugh\laugh_1.m4a_69.wav; raw_data_2\Dataset\not_cry\178n.wav
1c2a9158d16d5eb17937efff0eeb84c9,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-195557-A.ogg; raw_data\Dataset\not_cry\100n.ogg; raw_data_2\Baby Crying Sounds\noise\5-195557-A.ogg; raw_data_2\cry\noise\5-195557-A.ogg; raw_data_2\Dataset\not_cry\100n.ogg
1c8065050848991dd9b06377f2dc8b8f,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_7.wav; raw_data\Dataset\not_cry\116n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_7.wav; raw_data_2\cry\laugh\laugh_1.m4a_7.wav; raw_data_2\Dataset\not_cry\116n.wav
1cbdc5749eaae97f210a6b014b57a98a,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-123086-A.ogg; raw_data\Dataset\not_cry\53n.ogg; raw_data_2\Baby Crying Sounds\noise\3-123086-A.ogg; raw_data_2\cry\noise\3-123086-A.ogg; raw_data_2\Dataset\not_cry\53n.ogg
1d1fe7b12ffe0630ddd0b84fdd5bbc17,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_20.wav; raw_data\Dataset\not_cry\129n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_20.wav; raw_data_2\cry\laugh\laugh_1.m4a_20.wav; raw_data_2\Dataset\not_cry\129n.wav
1dc7ddb3c609514227483a87fa55bc55,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_61.wav; raw_data\Dataset\not_cry\170n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_61.wav; raw_data_2\cry\laugh\laugh_1.m4a_61.wav; raw_data_2\Dataset\not_cry\170n.wav
1e05d3d0fc7c81eb93d8075cc71228d7,Error reading/converting: ,raw_data\BABY CRY\discomfort\Minta Gendong AUD-20150509-WA0000.m4a; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\Minta Gendong AUD-20150509-WA0000.m4a
1e568366d254dc4f78b22b48d096d1aa,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_78.wav; raw_data\Dataset\not_cry\295n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_78.wav; raw_data_2\cry\silence\silence.wav_78.wav; raw_data_2\Dataset\not_cry\295n.wav
1e797b10c2865eba7b900547ee108e44,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-156999-A.ogg; raw_data\Dataset\not_cry\93n.ogg; raw_data_2\Baby Crying Sounds\noise\5-156999-A.ogg; raw_data_2\cry\noise\5-156999-A.ogg; raw_data_2\Dataset\not_cry\93n.ogg
1f0582efcf852407842019c68f5e01c5,unknown_lonely,raw_data\BABY CRY\scared\sc-11 - Copy.wav; raw_data\BABY CRY\scared\sc-11.wav
1f4ea191e44a1180923dce749dbaf4ac,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_91.wav; raw_data\Dataset\not_cry\308n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_91.wav; raw_data_2\cry\silence\silence.wav_91.wav; raw_data_2\Dataset\not_cry\308n.wav
1f8ca5c3d20d4f912398ab3f6d03b08e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_23.wav; raw_data\Dataset\not_cry\132n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_23.wav; raw_data_2\cry\laugh\laugh_1.m4a_23.wav; raw_data_2\Dataset\not_cry\132n.wav
1fe75810a02a3db309afc4aad58c2fdc,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_82.wav; raw_data\Dataset\not_cry\191n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_82.wav; raw_data_2\cry\laugh\laugh_1.m4a_82.wav; raw_data_2\Dataset\not_cry\191n.wav
2137131f65c5c6a712de98b9748266e5,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-203375-A.ogg; raw_data\Dataset\not_cry\71n.ogg; raw_data_2\Baby Crying Sounds\noise\3-203375-A.ogg; raw_data_2\cry\noise\3-203375-A.ogg; raw_data_2\Dataset\not_cry\71n.ogg
21d0fbf876d1f29ca7c29bf1132851b8,unknown_lonely,raw_data\BABY CRY\lonely\lo-1 - Copy.wav; raw_data\BABY CRY\lonely\lo-1.wav
221f87afe3fbb3cf64e63b67ab8d8bf4,unknown_lonely,raw_data\BABY CRY\scared\sc-15 - Copy.wav; raw_data\BABY CRY\scared\sc-15.wav
2224a1751cb7024703681e4237971d0b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_16.wav; raw_data\Dataset\not_cry\233n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_16.wav; raw_data_2\cry\silence\silence.wav_16.wav; raw_data_2\Dataset\not_cry\233n.wav
227548cfae8d108eb98abfa9a716acdb,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-155130-A.ogg; raw_data\Dataset\not_cry\64n.ogg; raw_data_2\Baby Crying Sounds\noise\3-155130-A.ogg; raw_data_2\cry\noise\3-155130-A.ogg; raw_data_2\Dataset\not_cry\64n.ogg
248e4faa719b73b4e55e7c4b9be4c4f2,unknown_lonely,raw_data\Dataset\cry\135c.ogg; raw_data_2\Dataset\cry\135c.ogg
24bb9393c813e972779d44dbc548ceb1,unknown_lonely,raw_data\Dataset\cry\132c.ogg; raw_data_2\Dataset\cry\132c.ogg
256c93b7dd0bfcb615de52092c28bea0,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_52.wav; raw_data\Dataset\not_cry\161n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_52.wav; raw_data_2\cry\laugh\laugh_1.m4a_52.wav; raw_data_2\Dataset\not_cry\161n.wav
257879263f44de5669c22bc5db3da04c,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_67.wav; raw_data\Dataset\not_cry\284n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_67.wav; raw_data_2\cry\silence\silence.wav_67.wav; raw_data_2\Dataset\not_cry\284n.wav
25793d2c5a4ebd8b0b4d00e059927442,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_25.wav; raw_data\Dataset\not_cry\134n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_25.wav; raw_data_2\cry\laugh\laugh_1.m4a_25.wav; raw_data_2\Dataset\not_cry\134n.wav
2600f13bfe4983d132243a4c4878498b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_18.wav; raw_data\Dataset\not_cry\235n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_18.wav; raw_data_2\cry\silence\silence.wav_18.wav; raw_data_2\Dataset\not_cry\235n.wav
26add51fccf0c2409fd3d2eb04448548,unknown_lonely,raw_data\Dataset\cry\93c.ogg; raw_data_2\Dataset\cry\93c.ogg
27538124d082ab4ffa27c1b49b81c274,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_71.wav; raw_data\Dataset\not_cry\288n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_71.wav; raw_data_2\cry\silence\silence.wav_71.wav; raw_data_2\Dataset\not_cry\288n.wav
2773f8370caff353b6cecefa92bf3a73,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-56907-A.ogg; raw_data\Dataset\not_cry\18n.ogg; raw_data_2\Baby Crying Sounds\noise\1-56907-A.ogg; raw_data_2\cry\noise\1-56907-A.ogg; raw_data_2\Dataset\not_cry\18n.ogg
2a735be0487970ffdf60e0ca26a5a5b7,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_23.wav; raw_data\Dataset\not_cry\240n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_23.wav; raw_data_2\cry\silence\silence.wav_23.wav; raw_data_2\Dataset\not_cry\240n.wav
2a8e919c04a0a6ef0c6f83fcc4f55318,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_51.wav; raw_data\Dataset\not_cry\268n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_51.wav; raw_data_2\cry\silence\silence.wav_51.wav; raw_data_2\Dataset\not_cry\268n.wav
2b5c8f4b9ec11c258bd282ef0c27693a,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_31.wav; raw_data\Dataset\not_cry\140n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_31.wav; raw_data_2\cry\laugh\laugh_1.m4a_31.wav; raw_data_2\Dataset\not_cry\140n.wav
2bad43a49094d1ded29cd497eac2c35f,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_38.wav; raw_data\Dataset\not_cry\147n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_38.wav; raw_data_2\cry\laugh\laugh_1.m4a_38.wav; raw_data_2\Dataset\not_cry\147n.wav
2c16aed5afa9bcc8193b128e67c6371e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-130998-A.ogg; raw_data\Dataset\not_cry\56n.ogg; raw_data_2\Baby Crying Sounds\noise\3-130998-A.ogg; raw_data_2\cry\noise\3-130998-A.ogg; raw_data_2\Dataset\not_cry\56n.ogg
2d58bca92718764c676544afc20a7c33,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-156999-E.ogg; raw_data\Dataset\not_cry\97n.ogg; raw_data_2\Baby Crying Sounds\noise\5-156999-E.ogg; raw_data_2\cry\noise\5-156999-E.ogg; raw_data_2\Dataset\not_cry\97n.ogg
2db381f3cb8a1e598c54e8020f23fad4,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_45.wav; raw_data\Dataset\not_cry\262n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_45.wav; raw_data_2\cry\silence\silence.wav_45.wav; raw_data_2\Dataset\not_cry\262n.wav
2de70742672a1a817116265e45ae055d,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-56926-A.ogg; raw_data\Dataset\not_cry\25n.ogg; raw_data_2\Baby Crying Sounds\noise\2-56926-A.ogg; raw_data_2\cry\noise\2-56926-A.ogg; raw_data_2\Dataset\not_cry\25n.ogg
2e0257cc3fa2bacff0afcd4f74818bb8,unknown_lonely,raw_data\Dataset\cry\165c.ogg; raw_data_2\Dataset\cry\165c.ogg
2e0b1d917e5941a99a64a87fb63b4c4d,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_22.wav; raw_data\Dataset\not_cry\131n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_22.wav; raw_data_2\cry\laugh\laugh_1.m4a_22.wav; raw_data_2\Dataset\not_cry\131n.wav
2f0e5b915c23dd8e8f9ed83231b7a007,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-155234-A.ogg; raw_data\Dataset\not_cry\65n.ogg; raw_data_2\Baby Crying Sounds\noise\3-155234-A.ogg; raw_data_2\cry\noise\3-155234-A.ogg; raw_data_2\Dataset\not_cry\65n.ogg
2f1a4fb1030fe8e062b0671b90bc381c,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-243459-A.ogg; raw_data\Dataset\not_cry\106n.ogg; raw_data_2\Baby Crying Sounds\noise\5-243459-A.ogg; raw_data_2\cry\noise\5-243459-A.ogg; raw_data_2\Dataset\not_cry\106n.ogg
2fa4936a838039f48d5d87a3c49e7b23,unknown_lonely,raw_data\BABY CRY\scared\generated2_d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav; raw_data_2\cry\scared\generated2_d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav
2fbb20fbb0c16782c9b1530479ce9064,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_67.wav; raw_data\Dataset\not_cry\176n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_67.wav; raw_data_2\cry\laugh\laugh_1.m4a_67.wav; raw_data_2\Dataset\not_cry\176n.wav
2fe8af1fce6fe24a88a466db38308775,unknown_lonely,raw_data\Dataset\cry\169c.ogg; raw_data_2\Dataset\cry\169c.ogg
30177b4af9c3819f9b44b6b63a044647,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_3.wav; raw_data\Dataset\not_cry\200n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_3.wav; raw_data_2\cry\laugh\laugh_2.m4a_3.wav; raw_data_2\Dataset\not_cry\200n.wav
3025fc4c073d4656f6d665cc9430e591,unknown_lonely,raw_data\BABY CRY\lonely\076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288921225-1.7-f-72-lo.wav; raw_data_2\cry\lonely\076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288921225-1.7-f-72-lo.wav
3159bbf79a3795213c3bdc5586c5e2dd,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-203373-A.ogg; raw_data\Dataset\not_cry\69n.ogg; raw_data_2\Baby Crying Sounds\noise\3-203373-A.ogg; raw_data_2\cry\noise\3-203373-A.ogg; raw_data_2\Dataset\not_cry\69n.ogg
