md5_hash,resolved_label_binary,source_selected_path,all_original_paths,evidence_status_summary,output_path_binary,original_duration_sec,cleaned_duration_sec,output_sample_rate
054a2cb61c63fd54eaa428f2ac9a00aa,Hungry,raw_data\BABY CRY\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav,raw_data\BABY CRY\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data\BABY CRY\tired\255c.wav; raw_data\Baby Crying Sounds\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\255c.wav; raw_data\Dataset\cry\255c.wav; raw_data\donateacry_corpus\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\255c.wav; raw_data_2\cry\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav; raw_data_2\cry\tired\255c.wav; raw_data_2\Dataset\cry\255c.wav; raw_data_2\hungry\hungry1 (61).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__054a2cb61c63fd54eaa428f2ac9a00aa.wav,7.0,2.424,16000
05a54331a8cf6e30595610715ad13456,Hungry,raw_data\BABY CRY\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav,raw_data\BABY CRY\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data\Baby Crying Sounds\burping\495c.wav; raw_data\Baby Crying Sounds\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data\Dataset\cry\495c.wav; raw_data\donateacry_corpus\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data_2\Baby Crying Sounds\burping\495c.wav; raw_data_2\Baby Crying Sounds\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data_2\cry\burping\495c.wav; raw_data_2\cry\hungry\d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav; raw_data_2\Dataset\cry\495c.wav; raw_data_2\hungry\hungry1 (305).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__05a54331a8cf6e30595610715ad13456.wav,6.92,6.92,16000
0654fd64ee6165456b79ced421ffbf46,Not_Hungry,raw_data\BABY CRY\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,raw_data\BABY CRY\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__0654fd64ee6165456b79ced421ffbf46.wav,6.86,6.316,16000
073f28b037daddd249e9ecc693494178,Hungry,raw_data\BABY CRY\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,raw_data\BABY CRY\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\discomfort\129c.wav; raw_data\Baby Crying Sounds\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav; raw_data\Dataset\cry\129c.wav; raw_data\donateacry_corpus\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\129c.wav; raw_data_2\Baby Crying Sounds\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav; raw_data_2\cry\discomfort\129c.wav; raw_data_2\cry\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\129c.wav; raw_data_2\hungry\hungry1 (24).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__073f28b037daddd249e9ecc693494178.wav,7.06,6.4,16000
075e04163304493d9d78c0ee9abaa336,Hungry,raw_data\BABY CRY\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav,raw_data\BABY CRY\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav; raw_data\Baby Crying Sounds\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav; raw_data\Baby Crying Sounds\tired\323c.wav; raw_data\Dataset\cry\323c.wav; raw_data\donateacry_corpus\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\323c.wav; raw_data_2\cry\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927728-1.0-f-04-hu.wav; raw_data_2\cry\tired\323c.wav; raw_data_2\Dataset\cry\323c.wav; raw_data_2\hungry\hungry1 (93).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__075e04163304493d9d78c0ee9abaa336.wav,7.0,6.968,16000
093d1d545a26d5891eac6f5325e9f9b2,Not_Hungry,raw_data\BABY CRY\belly_pain\408c.wav,raw_data\BABY CRY\belly_pain\408c.wav; raw_data\Baby Crying Sounds\belly pain\408c.wav; raw_data\Dataset\cry\408c.wav; raw_data_2\Baby Crying Sounds\belly pain\408c.wav; raw_data_2\cry\belly pain\408c.wav; raw_data_2\Dataset\cry\408c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__093d1d545a26d5891eac6f5325e9f9b2.wav,5.0,5.0,16000
094a9285baa3d367ebc4b27570b6603f,Not_Hungry,raw_data\BABY CRY\burping\generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,raw_data\BABY CRY\burping\generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav; raw_data_2\cry\burping\generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__094a9285baa3d367ebc4b27570b6603f.wav,6.54,6.188,16000
097a0de625f19cb4fae7e94a4b25f26c,Not_Hungry,raw_data\Baby Crying Sounds\burping\552c.wav,raw_data\Baby Crying Sounds\burping\552c.wav; raw_data\Dataset\cry\552c.wav; raw_data_2\Baby Crying Sounds\burping\552c.wav; raw_data_2\cry\burping\552c.wav; raw_data_2\Dataset\cry\552c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__097a0de625f19cb4fae7e94a4b25f26c.wav,5.0,5.0,16000
09f2bbae1c0f776389d6bb3f79872ba0,Hungry,raw_data\BABY CRY\cold_hot\41c.wav,raw_data\BABY CRY\cold_hot\41c.wav; raw_data\BABY CRY\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\41c.wav; raw_data\Baby Crying Sounds\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav; raw_data\Dataset\cry\41c.wav; raw_data\donateacry_corpus\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\41c.wav; raw_data_2\Baby Crying Sounds\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav; raw_data_2\cry\cold_hot\41c.wav; raw_data_2\cry\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\41c.wav; raw_data_2\hungry\hungry1 (197).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__09f2bbae1c0f776389d6bb3f79872ba0.wav,6.86,6.432,16000
0a655e593a0cab3f70eb275b9e9f686e,Hungry,raw_data\BABY CRY\belly_pain\396c.wav,raw_data\BABY CRY\belly_pain\396c.wav; raw_data\BABY CRY\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav; raw_data\Baby Crying Sounds\belly pain\396c.wav; raw_data\Baby Crying Sounds\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav; raw_data\Dataset\cry\396c.wav; raw_data\donateacry_corpus\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\396c.wav; raw_data_2\Baby Crying Sounds\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav; raw_data_2\cry\belly pain\396c.wav; raw_data_2\cry\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav; raw_data_2\Dataset\cry\396c.wav; raw_data_2\hungry\hungry1 (370).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__0a655e593a0cab3f70eb275b9e9f686e.wav,7.0,6.4,16000
0a662d98a0271813980420473e4c5cce,Hungry,raw_data\BABY CRY\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,raw_data\BABY CRY\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\128c.wav; raw_data\Baby Crying Sounds\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav; raw_data\Dataset\cry\128c.wav; raw_data\donateacry_corpus\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\128c.wav; raw_data_2\Baby Crying Sounds\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav; raw_data_2\cry\discomfort\128c.wav; raw_data_2\cry\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\128c.wav; raw_data_2\hungry\hungry1 (23).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__0a662d98a0271813980420473e4c5cce.wav,7.06,6.836,16000
0b4c8e00ec59b0a38c40328500aa9578,Hungry,raw_data\BABY CRY\cold_hot\86c.wav,raw_data\BABY CRY\cold_hot\86c.wav; raw_data\BABY CRY\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav; raw_data\Baby Crying Sounds\cold_hot\86c.wav; raw_data\Baby Crying Sounds\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav; raw_data\Dataset\cry\86c.wav; raw_data\donateacry_corpus\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\86c.wav; raw_data_2\Baby Crying Sounds\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav; raw_data_2\cry\cold_hot\86c.wav; raw_data_2\cry\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav; raw_data_2\Dataset\cry\86c.wav; raw_data_2\hungry\hungry1 (11).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__0b4c8e00ec59b0a38c40328500aa9578.wav,7.0,2.904,16000
0c12294830f7299cec09f78175fe15d5,Hungry,raw_data\BABY CRY\cold_hot\57c.wav,raw_data\BABY CRY\cold_hot\57c.wav; raw_data\BABY CRY\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\57c.wav; raw_data\Baby Crying Sounds\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav; raw_data\Dataset\cry\57c.wav; raw_data\donateacry_corpus\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\57c.wav; raw_data_2\Baby Crying Sounds\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav; raw_data_2\cry\cold_hot\57c.wav; raw_data_2\cry\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav; raw_data_2\Dataset\cry\57c.wav; raw_data_2\hungry\hungry1 (381).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__0c12294830f7299cec09f78175fe15d5.wav,6.9,6.1,16000
0c295a59f80576588257e96f6a0450eb,Not_Hungry,raw_data\BABY CRY\discomfort\uncom_yudi_ganti_popok_14.wav,raw_data\BABY CRY\discomfort\uncom_yudi_ganti_popok_14.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_yudi_ganti_popok_14.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__0c295a59f80576588257e96f6a0450eb.wav,5.013375,5.013375,16000
0ca0c0ebcf8e45062cfb3596593f8928,Not_Hungry,raw_data\BABY CRY\discomfort\uncom_sugianto_popok_basah_15.wav,raw_data\BABY CRY\discomfort\uncom_sugianto_popok_basah_15.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_sugianto_popok_basah_15.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__0ca0c0ebcf8e45062cfb3596593f8928.wav,5.0,4.704,16000
0d04dfad9416d3729f94735d4e12175c,Hungry,raw_data\BABY CRY\cold_hot\116c.wav,raw_data\BABY CRY\cold_hot\116c.wav; raw_data\BABY CRY\hungry\3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav; raw_data\Baby Crying Sounds\cold_hot\116c.wav; raw_data\Baby Crying Sounds\hungry\3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav; raw_data\Dataset\cry\116c.wav; raw_data\donateacry_corpus\hungry\3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\116c.wav; raw_data_2\Baby Crying Sounds\hungry\3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav; raw_data_2\cry\cold_hot\116c.wav; raw_data_2\cry\hungry\3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav; raw_data_2\Dataset\cry\116c.wav; raw_data_2\hungry\hungry1 (21).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__0d04dfad9416d3729f94735d4e12175c.wav,7.0,7.0,16000
