rel_path,filename,ext,parent,duration_sec,sr,channels,hash
BABY CRY\belly_pain\411c.wav,411c.wav,.wav,belly_pain,5.0,44100,1,dc6cee0b585194177e927eed3a52b6b0
BABY CRY\belly_pain\412c.wav,412c.wav,.wav,belly_pain,5.0,44100,1,9741aba459aa7694c88f4a7cff21d8b3
BABY CRY\belly_pain\413c.wav,413c.wav,.wav,belly_pain,5.0,44100,1,86174df84a1417dc46f007b6af4cf998
BABY CRY\belly_pain\414c.wav,414c.wav,.wav,belly_pain,5.0,44100,1,c119c538ce1ef5968b6b0ddd64b36999
BABY CRY\belly_pain\415c.wav,415c.wav,.wav,belly_pain,5.0,44100,1,2e4b812b8fd1cbadef02b72386d72c35
BABY CRY\belly_pain\416c.wav,416c.wav,.wav,belly_pain,5.0,44100,1,94b4d29dc093095e229fb93d45cb8864
BABY CRY\belly_pain\417c.wav,417c.wav,.wav,belly_pain,5.0,44100,1,42f4bf91995a3f760487c3272c25f744
BABY CRY\belly_pain\418c.wav,418c.wav,.wav,belly_pain,5.0,44100,1,a4d6f346d70bbf73264ddd0e52fcd4f5
BABY CRY\belly_pain\419c.wav,419c.wav,.wav,belly_pain,5.0,44100,1,75f3a02aea55d7416f0e750bfc173347
BABY CRY\belly_pain\420c.wav,420c.wav,.wav,belly_pain,5.0,44100,1,5a33ed9ebfd49c9c41f39e56813297cd
BABY CRY\belly_pain\421c.wav,421c.wav,.wav,belly_pain,5.0,44100,1,2401f90439bfd6d88fbaaa929cb6bc71
BABY CRY\belly_pain\422c.wav,422c.wav,.wav,belly_pain,5.0,44100,1,675dfe6c3b1aed6d073ec23d2f3446ad
BABY CRY\belly_pain\423c.wav,423c.wav,.wav,belly_pain,5.0,44100,1,ea26743a30d5017771e0f530c5c6d5f2
BABY CRY\belly_pain\424c.wav,424c.wav,.wav,belly_pain,5.0,44100,1,fa788d6b7440d1e7cff8264806dd03e9
BABY CRY\belly_pain\425c.wav,425c.wav,.wav,belly_pain,5.0,44100,1,b46f82711c1eb34d57a7d4cbe19a51ae
BABY CRY\belly_pain\426c.wav,426c.wav,.wav,belly_pain,5.0,44100,1,e9da97c1c6d6581ed91cc0088a8ca0ac
BABY CRY\belly_pain\427c.wav,427c.wav,.wav,belly_pain,5.0,44100,1,56853232701bc9019b6ecd3fb9f0f2ce
BABY CRY\belly_pain\428c.wav,428c.wav,.wav,belly_pain,5.0,44100,1,97d8e93a536378a9611d293d4f29a1fb
BABY CRY\belly_pain\429c.wav,429c.wav,.wav,belly_pain,5.0,44100,1,c7e1fecc7f643b585c1fb1c753d7f4e4
BABY CRY\belly_pain\430c.wav,430c.wav,.wav,belly_pain,5.0,44100,1,2424958e4ac12f144316a12e7db33914
BABY CRY\belly_pain\431c.wav,431c.wav,.wav,belly_pain,5.0,44100,1,c4fa14829567463896e50e3e4e32aea6
BABY CRY\belly_pain\432c.wav,432c.wav,.wav,belly_pain,5.0,44100,1,65b04309127a586a8eb1b6f969684420
BABY CRY\belly_pain\433c.wav,433c.wav,.wav,belly_pain,5.0,44100,1,ca827412a7714f49264d7e91407d4e5f
BABY CRY\belly_pain\434c.wav,434c.wav,.wav,belly_pain,5.0,44100,1,7c24a2297c64442aae10c7cddf440573
BABY CRY\belly_pain\435c.wav,435c.wav,.wav,belly_pain,5.0,44100,1,9f6e2310db8fcf39c56debe779534c69
BABY CRY\belly_pain\436c.wav,436c.wav,.wav,belly_pain,5.0,44100,1,c1fc0661004a450f0960fbc53e04e3d5
BABY CRY\belly_pain\437c.wav,437c.wav,.wav,belly_pain,5.0,44100,1,3f3d4fb43025f401c2383e87fa6235fe
BABY CRY\belly_pain\438c.wav,438c.wav,.wav,belly_pain,5.0,44100,1,9340a0832bfbd1dce0c61859473b67de
BABY CRY\belly_pain\439c.wav,439c.wav,.wav,belly_pain,5.0,44100,1,d9e26ee40b3eca805e6f9e47485a3f9b
BABY CRY\belly_pain\440c.wav,440c.wav,.wav,belly_pain,5.0,44100,1,aaba6569bb62245c6cc8f32fb61b20d5
BABY CRY\belly_pain\441c.wav,441c.wav,.wav,belly_pain,5.0,44100,1,2a75450b90ee4c61e5d1152edf262b10
BABY CRY\belly_pain\442c.wav,442c.wav,.wav,belly_pain,6.86,8000,1,66800f69146ddac443b097cc3240f1c2
BABY CRY\belly_pain\443c.wav,443c.wav,.wav,belly_pain,6.94,8000,1,141aa561f87bcaee599abfa538a0fff8
BABY CRY\belly_pain\444c.wav,444c.wav,.wav,belly_pain,6.96,8000,1,3167e0a3071802653123bd4fa434c6b7
BABY CRY\belly_pain\445c.wav,445c.wav,.wav,belly_pain,6.92,8000,1,448de0834b24af0fadae6a44aa0f29d0
BABY CRY\belly_pain\446c.wav,446c.wav,.wav,belly_pain,6.96,8000,1,d5916e211b241662ab316386d2306a28
BABY CRY\belly_pain\447c.wav,447c.wav,.wav,belly_pain,6.94,8000,1,55f0d92410dc57785343fae8da940362
BABY CRY\belly_pain\448c.wav,448c.wav,.wav,belly_pain,7.04,8000,1,8e9f3cfac257316fa7f2d1c6e7142813
BABY CRY\belly_pain\449c.wav,449c.wav,.wav,belly_pain,6.88,8000,1,a48174f380ffd677d0821cdc7a5a6fd6
BABY CRY\belly_pain\450c.wav,450c.wav,.wav,belly_pain,6.92,8000,1,c109aa58cd50d9986b68a3ae9d25e7b2
BABY CRY\belly_pain\451c.wav,451c.wav,.wav,belly_pain,6.9,8000,1,e8c4e68e4ee0f1b555c13977233790d9
BABY CRY\belly_pain\452c.wav,452c.wav,.wav,belly_pain,6.9,8000,1,9848e404be52d6d1b4f41b9aca781bb9
BABY CRY\belly_pain\453c.wav,453c.wav,.wav,belly_pain,6.92,8000,1,cea073fb7eddbebbef9bfa92255e1f1e
BABY CRY\belly_pain\454c.wav,454c.wav,.wav,belly_pain,7.02,8000,1,052bc80fb37accd12e3ae8c2f87915f7
BABY CRY\belly_pain\455c.wav,455c.wav,.wav,belly_pain,6.86,8000,1,3153639e8de9bfb9889b680cc3cb535e
BABY CRY\belly_pain\456c.wav,456c.wav,.wav,belly_pain,6.92,8000,1,7fe9994b1f8bbf1669c2c6ad56890b53
BABY CRY\belly_pain\457c.wav,457c.wav,.wav,belly_pain,6.92,8000,1,e2544c1c00f368f58e1ee42e775caf61
BABY CRY\belly_pain\458c.wav,458c.wav,.wav,belly_pain,6.94,8000,1,99942c0782550e9a4e20619d3a51602d
BABY CRY\belly_pain\459c.wav,459c.wav,.wav,belly_pain,6.88,8000,1,93753b946c06107544f7355d5d0e8952
BABY CRY\belly_pain\460c.wav,460c.wav,.wav,belly_pain,6.9,8000,1,5d6af8efca95141e123c12dc50047003
BABY CRY\belly_pain\461c.wav,461c.wav,.wav,belly_pain,6.9,8000,1,8b314deb2e56873e6eab996a0a5e0ee6
BABY CRY\belly_pain\462c.wav,462c.wav,.wav,belly_pain,6.96,8000,1,b5ffa2668eba0629cbd49601fe200603
BABY CRY\belly_pain\463c.wav,463c.wav,.wav,belly_pain,6.96,8000,1,9efa171f7dcdbc13cf641394b655596c
BABY CRY\belly_pain\464c.wav,464c.wav,.wav,belly_pain,6.52,8000,1,5bfc098e3f25d55b7790b90aff2b2e6b
BABY CRY\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,.wav,belly_pain,6.86,44100,1,0654fd64ee6165456b79ced421ffbf46
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,040f0b09ff820c9fc5df7c0bc85c0848
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,542a1b8e4a2f4e91eb7d0f24049ce41c
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,69774c0299bfeab1cc489323a92e2368
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,56814bbe60715c357302da3b876f2217
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,4d67b28066d349573cc1c26f415d2c7d
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,1433ca9d323aa8b463254ae79deea484
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,b5bf85a91d13e5ee011faffd2a428aa3
BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,.wav,belly_pain,7.0,8000,1,5b7fbb8a1cf5c59f418576d950ddf7da
BABY CRY\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,.wav,belly_pain,7.0,8000,1,1dc4b1c0502d422bcdba101f04c623dd
BABY CRY\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,.wav,belly_pain,6.9,44100,1,63992ba17f5fd7baed7dbcb8df2340e7
BABY CRY\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,.wav,belly_pain,6.96,44100,1,5821c2a0e2bf06ad640829bce1f0b3ff
BABY CRY\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,.wav,belly_pain,7.0,8000,1,31c15dc54b92be1a4e567fea678b9b4b
BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,.wav,belly_pain,6.82,44100,1,7b315170c5e5e5657bf03dbcb1cf5b52
BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,.wav,belly_pain,6.84,44100,1,a82bc653d16f94eb1949c570f4628b9b
BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,.wav,belly_pain,6.84,44100,1,e82558464cac403fca88647b6558761d
BABY CRY\burping\499c.wav,499c.wav,.wav,burping,6.84,8000,1,81ce7ebbdfe09c077b401f123792acb4
BABY CRY\burping\500c.wav,500c.wav,.wav,burping,6.84,8000,1,1f7893dcdb292915fe657341a39982ac
BABY CRY\burping\501c.wav,501c.wav,.wav,burping,6.82,8000,1,bce43f3907d33a1deef3e7cd906b0123
BABY CRY\burping\502c.wav,502c.wav,.wav,burping,6.84,8000,1,e375c34baccf006e778b03d0233283d6
BABY CRY\burping\503c.wav,503c.wav,.wav,burping,6.84,8000,1,55bb41aa9a38163092f5bcdd414a3e7b
BABY CRY\burping\504c.wav,504c.wav,.wav,burping,6.82,8000,1,7cb17fd6954a1411f1c21faec7ed4d0a
BABY CRY\burping\505c.wav,505c.wav,.wav,burping,6.82,8000,1,ee7c22e4a25d6629127be6246cde6844
BABY CRY\burping\506c.wav,506c.wav,.wav,burping,6.84,8000,1,26d23ff9b791674098b11b524d88ae38
BABY CRY\burping\507c.wav,507c.wav,.wav,burping,6.84,8000,1,1099506c6513d4d3ff191f9c0f1baf54
BABY CRY\burping\508c.wav,508c.wav,.wav,burping,6.82,8000,1,8629bc38091d1d2a10b9f324110cbe05
BABY CRY\burping\509c.wav,509c.wav,.wav,burping,6.84,8000,1,2c98c6ca28b9e35872616e5314257b84
BABY CRY\burping\510c.wav,510c.wav,.wav,burping,6.9,8000,1,428080910f2c50214af004e06a0010db
BABY CRY\burping\511c.wav,511c.wav,.wav,burping,6.94,8000,1,9751aa8cff0291fbbd747cb33a470724
BABY CRY\burping\512c.wav,512c.wav,.wav,burping,6.94,8000,1,cd67c6d98d5f867a2da20d7af40425c9
BABY CRY\burping\513c.wav,513c.wav,.wav,burping,6.66,8000,1,fe5bf38b82450dee5e05e1fd19b446f4
BABY CRY\burping\514c.wav,514c.wav,.wav,burping,6.64,8000,1,28bdfe74ee32d30fbfc87946ae405911
BABY CRY\burping\515c.wav,515c.wav,.wav,burping,6.92,8000,1,efe72a920e4be06ba812992df5f12bc4
BABY CRY\burping\516c.wav,516c.wav,.wav,burping,6.92,8000,1,25a2c8d9e71cc99964c03fb73a71a561
BABY CRY\burping\517c.wav,517c.wav,.wav,burping,6.76,8000,1,a986924ce344346cb20fd8f40870120a
BABY CRY\burping\518c.wav,518c.wav,.wav,burping,6.88,8000,1,0d68765b70dad62617403e256346b30d
BABY CRY\burping\519c.wav,519c.wav,.wav,burping,6.92,8000,1,2e0335f1b5061ab693e03594b2c09ca1
BABY CRY\burping\520c.wav,520c.wav,.wav,burping,6.92,8000,1,1b06cda73f6be8e3fc0aa718d8e577b5
BABY CRY\burping\521c.wav,521c.wav,.wav,burping,6.96,8000,1,3a9cad32df9a6b20616fac8bbefb5be4
BABY CRY\burping\522c.wav,522c.wav,.wav,burping,6.9,8000,1,5fe516459dfc710fdd827978a6cad58c
BABY CRY\burping\523c.wav,523c.wav,.wav,burping,6.64,8000,1,f987b5c39d7a68370fba3d9b96494787
BABY CRY\burping\524c.wav,524c.wav,.wav,burping,6.64,8000,1,4867eefe76067b38bb76458ab9bea22c
BABY CRY\burping\525c.wav,525c.wav,.wav,burping,6.64,8000,1,613448e3ca1a28d7352e27377c70abe0
BABY CRY\burping\526c.wav,526c.wav,.wav,burping,6.64,8000,1,d869991c80aa6767921c76244e06062a
BABY CRY\burping\527c.wav,527c.wav,.wav,burping,6.94,8000,1,d9cd85ac39412e03756936521490d12a
BABY CRY\burping\528c.wav,528c.wav,.wav,burping,6.96,8000,1,dedc54e6b4ca46d437ed7d7584fe66c4
BABY CRY\burping\529c.wav,529c.wav,.wav,burping,6.92,8000,1,b963a5eba290068741d188f734308a07
BABY CRY\burping\530c.wav,530c.wav,.wav,burping,6.9,8000,1,398b910dc776dd5abfe14b9747584ab6
BABY CRY\burping\531c.wav,531c.wav,.wav,burping,6.66,8000,1,c869e6540145b61fd52902182caa3380
BABY CRY\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,.wav,burping,6.66,8000,1,adfbc1c6d3a1e2db2b6617ad07f7cd9d
BABY CRY\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,.wav,burping,7.0,8000,1,e7b0178cfbb0df4059c46198482193ec
BABY CRY\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,.wav,burping,7.0,8000,1,fc8637d328af44cbb91214335bd3acb9
BABY CRY\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,.wav,burping,7.0,8000,1,e82de0395acf2ff9daa29f4736eb095a
BABY CRY\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,.wav,burping,7.0,8000,1,81c45d36fc17af3d388530bb992e8f5d
BABY CRY\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,.wav,burping,7.0,8000,1,99b0f8fac55a29ada22445211fa399e4
BABY CRY\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,.wav,burping,6.54,44100,1,b6c36b46df57a5c6f304d14afeefa4de
BABY CRY\burping\F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,.wav,burping,7.0,8000,1,cd53f1ee36f987b90731f95843c65dfb
BABY CRY\burping\generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,.wav,burping,6.54,44100,1,8fe92aa526f2c7d0db2f18492b4f2b37
BABY CRY\burping\generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,.wav,burping,6.54,44100,1,094a9285baa3d367ebc4b27570b6603f
BABY CRY\burping\generated2_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,generated2_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,.wav,burping,6.9,44100,1,7080b7e9b34de5fe193ab5795af7aaf6
BABY CRY\burping\generated3_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,generated3_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,.wav,burping,8.17342403628118,44100,1,82e6f2c215f189e0ee3690036d9240bd
BABY CRY\cold_hot\100c.wav,100c.wav,.wav,cold_hot,6.74,8000,1,47a6b34c8e88d1eba3a71c513f518af7
BABY CRY\cold_hot\101c.wav,101c.wav,.wav,cold_hot,6.76,8000,1,451d46f324e8bbdcfa4ff674b53490bd
BABY CRY\cold_hot\102c.wav,102c.wav,.wav,cold_hot,6.74,8000,1,92dd66473a699511650fdb11634eb846
BABY CRY\cold_hot\103c.wav,103c.wav,.wav,cold_hot,6.74,8000,1,8a4dfce4fe681b4b9e1bae1769becb48
BABY CRY\cold_hot\104c.wav,104c.wav,.wav,cold_hot,6.76,8000,1,69f15c6994063555bf2f2f7341bf3652
BABY CRY\cold_hot\105c.wav,105c.wav,.wav,cold_hot,6.94,8000,1,113c6d3d6f39bf48975a086fdb00272e
BABY CRY\cold_hot\106c.wav,106c.wav,.wav,cold_hot,6.78,8000,1,e1148e85a9c289a27eb074fc583ef481
BABY CRY\cold_hot\107c.wav,107c.wav,.wav,cold_hot,6.9,8000,1,c97357e813506ebba9ef894d529c5204
BABY CRY\cold_hot\108c.wav,108c.wav,.wav,cold_hot,7.0,8000,1,eb863e2f530e2a8b2f0bbd30e55ec8bf
BABY CRY\cold_hot\109c.wav,109c.wav,.wav,cold_hot,6.96,8000,1,b48498adc77acaee85e437de75dc560a
